20170301 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170301 195612	900628	11668758	94095937
20170301 12311	826144	6829087	93807582
20170301 168817	666714	6026482	93671473
20170301 170599	1126580	9579278	93497511
20170301 91310	1111590	7946154	93383345
20170301 3911	1273479	26140384	92949613
20170301 90672	988399	8349068	92922801
20170301 235847	651388	2975872	91956387
20170301 61545	1355669	19858499	91876888
20170301 115991	1344710	10518723	91790347
20170301 247317	630844	2682007	91693813
20170301 139386	1336039	13163968	91581941
20170301 122495	1891048	14150616	91576387
20170301 102649	511485	5000928	91471307
20170301 4094	1978736	10252387	91406749
20170301 184823	1267119	12756823	91343847
20170301 70966	1442782	15349313	91334473
20170301 195264	983624	9959196	91085723
20170301 114737	834254	6601172	90778982
20170301 127321	1076704	8400817	90774473
20170301 189681	1198565	11566641	90520602
20170301 170595	1009428	9784571	90475623
20170301 128473	525359	10430847	90427261
20170301 153325	1341045	21639536	90291342
20170301 88940	978531	14231581	90267811
20170301 170643	640647	5972580	90016671
20170301 235201	482517	5980127	89880801
20170301 3328	929202	14404432	89730169
20170301 251537	625594	2892999	89556385
20170301 174935	734647	7322574	89506463
20170301 220285	572891	5000301	89475377
20170301 170650	615171	5557791	89367626
20170301 100761	1386685	16657809	89254361
20170301 143995	579903	3750857	89240784
20170301 15152	1102018	13526092	88996992
20170301 170658	760219	5551245	88978789
20170301 61553	287072	3488004	88940958
20170301 74681	911768	15645381	88880396
20170301 98342	538099	2797086	88827992
20170301 20346	1205593	8981646	88659376
20170301 73105	753350	4478334	88525501
20170301 212862	1345232	11672092	88514469
20170301 139778	543361	2857991	88410164
20170301 73064	664643	6789706	88397036
20170301 238419	1000458	8758991	88212072
20170301 193046	1025767	10238130	88143473
20170301 242308	787017	9343386	88120513
20170301 41987	739663	8273014	88021439
20170301 174986	460149	3631263	87496893
20170301 96235	801415	8629206	87482286
20170301 113967	1010160	8500102	87375268
20170301 128479	1085232	12595333	87122303
20170301 170517	941549	8950525	87024570
20170301 82959	810922	8626340	86989368
20170301 170068	582528	3610624	86929446
20170301 93108	1070284	6756713	86603411
20170301 25054	1035521	9914683	86070193
20170301 3696	1190233	11232897	85951635
20170301 77490	726250	7870707	85896659
20170301 170678	697247	4423664	85741114
20170301 237757	549041	5033926	85609396
20170301 57802	1290086	18388388	85605101
20170301 154914	1612022	34763696	85555937
20170301 32756	673886	8402049	85479736
20170301 170647	605552	5205576	85390809
20170301 218289	253962	1062052	85354640
20170301 245130	781906	7194754	85073472
20170301 170601	917417	8861607	84964455
20170301 167330	966627	11818095	84825386
20170301 170066	656657	4937837	84750000
20170301 98403	1083731	11046048	84675962
20170301 175663	148422	3017192	84602817
20170301 76250	790081	7656577	84595607
20170301 170665	554967	5145916	84545915
20170301 78504	543787	3703243	84521771
20170301 246112	631179	4315196	84513020
20170301 61889	529657	6519713	84497063
20170301 27052	603390	3421157	84458322
20170301 170263	609697	4647388	84109095
20170301 170648	628485	4988292	83811908
20170301 240117	449036	3534369	83794268
20170301 196864	1116728	15704703	83694294
20170301 203557	1264832	9254888	83686779
20170301 253468	787449	6950277	83671214
20170301 170069	663817	3831062	83612651
20170301 223833	796744	42368	83571634
20170301 170674	556091	5572897	83492196
20170301 170777	544264	3114371	83350012
20170301 133052	1405667	16993169	83115096
20170301 107249	1464818	18240939	83067315
20170301 76090	1115182	13403983	82845838
20170301 170514	978926	8557188	82802666
20170301 238199	954610	14071720	82711717
20170301 150847	802266	8533110	82543032
20170301 250555	571751	2320330	82496566
20170301 56964	1318684	24823745	82417788
20170301 14827	1340010	12809259	82401031
20170301 170004	707626	4184569	82344786
20170301 170594	896363	8094404	82198989
20170301 82630	849667	7067369	82084376
20170301 170343	609888	3464346	82028180
20170301 233862	464171	2456978	81985022
20170301 23575	649000	6142770	81744450
20170301 144688	1178329	9222414	81615073
20170301 98219	1086434	9737409	81429433
20170301 25285	711339	7402123	81406850
20170301 172579	628429	2184801	81315144
20170301 206470	597940	2950932	81273237
20170301 170676	628644	6143178	81267481
20170301 229533	542119	4000740	81180777
20170301 70579	1026591	8119883	81147418
20170301 170662	607022	5396169	81039465
20170301 67801	772564	8950037	80964548
20170301 190225	543992	5282529	80947122
20170301 204083	739726	6278072	80930859
20170301 170003	717741	4087424	80835417
20170301 170668	543198	4730371	80829904
20170301 205644	970376	8308913	80811043
20170301 30312	476689	3090664	80782884
20170301 170664	602856	5363394	80703768
20170301 170672	529410	4687024	80473044
20170301 62686	954018	12056634	80471128
20170301 134765	1457054	11278561	80470600
20170301 353	1923327	18515059	80348305
20170301 212123	353520	3121907	80330713
20170301 170653	614491	5716010	80223621
20170301 121325	1463351	18127340	80144262
20170301 4400	1377772	18649399	80016225
20170301 221292	686663	8314328	79847958
20170301 68535	630284	8076188	79840591
20170301 174551	789058	2297945	79662220
20170301 35112	474141	8793888	79636330
20170301 170646	565540	4941641	79414025
20170301 17690	921173	13076355	79358809
20170301 270310	929146	9055100	79163699
20170301 75917	1170122	11923459	79150844
20170301 24994	1372718	27778405	79145827
20170301 143351	791175	7886215	79047309
20170301 110526	879148	38262783	79014815
20170301 78254	440518	5722518	78980272
20170301 233248	844227	4440699	78955734
20170301 130183	707227	15488042	78887289
20170301 36923	645745	5548585	78796928
20170301 259680	1056092	20201241	78546315
20170301 100001	1364572	14335012	78533505
20170301 91876	692641	6475972	78480979
20170301 211431	1268710	6549386	78475911
20170301 5483	668764	9280148	78429016
20170301 175803	1030814	9527890	77979717
20170301 191599	1179415	10763762	77722196
20170301 113130	1161659	10161733	77683889
20170301 163111	999595	6349877	77515278
20170301 112567	879730	9409690	77062962
20170301 170652	605489	5399892	77053677
20170301 196537	818557	6319026	77024978
20170301 250782	684595	5736473	76982762
20170301 56959	483808	7638923	76830354
20170301 248696	936430	11723925	76599551
20170301 77826	679195	10068482	76555625
20170301 236985	1163125	10253698	76541277
20170301 90151	689722	7335511	76501312
20170301 244294	756812	7327610	76451234
20170301 73103	537319	3869292	76432111
20170301 200150	426536	6305680	76408519
20170301 220507	536489	5574065	76397627
20170301 108659	840544	8338859	76294173
20170301 196148	894769	7178392	76243579
20170301 26	1052791	8191793	76217940
20170301 170644	537910	4767841	76139283
20170301 196657	850985	8302390	75990221
20170301 128567	695655	8007352	75815256
20170301 177271	714587	8472144	75771114
20170301 170080	477235	3144609	75738565
20170301 170660	545405	5176552	75730251
20170301 88084	584956	8389912	75730230
20170301 57097	1169090	2984133	75708207
20170301 204229	427947	3671295	75625607
20170301 219305	361108	4045672	75513482
20170301 170002	539267	3720373	75477195
20170301 1742	752157	21628775	75387369
20170301 131817	704664	5216875	75379422
20170301 248214	366450	1448829	75352441
20170301 170649	531832	5138613	75338979
20170301 20067	767592	12569705	75143820
20170301 68564	1377135	13865484	74944855
20170301 85300	441839	5043010	74804319
20170301 189111	1028181	8080484	74647832
20170301 170641	683870	8580952	74488349
20170301 130744	265978	3618334	74222931
20170301 131563	1013546	13374163	74101911
20170301 235443	879871	7367370	74092806
20170301 153838	1046125	24493298	74003222
20170301 170513	1008688	8535298	73999576
20170301 152316	602224	2009515	73939792
20170301 73351	1078548	11637094	73923775
20170301 170656	542586	5349311	73673750
20170301 34515	447954	3001474	73578021
20170301 229407	836920	8013852	73426272
20170301 10629	839117	5803937	73226501
20170301 229108	395297	5035103	73081726
20170301 80913	591982	6150497	73077043
20170301 158296	1286671	18206774	72862204
20170301 518	881637	9554562	72855994
20170301 170645	533477	4940315	72803053
20170301 170666	571043	6103103	72680503
20170301 124422	672485	8495107	72625231
20170301 170659	515468	4693814	72604961
20170301 129774	797753	5455649	72587783
20170301 108350	816539	6596733	72486857
20170301 206544	506990	2946359	72445708
20170301 181520	553578	4283706	72443356
20170301 206364	493956	5122623	72407745
20170301 58082	1127960	34866397	72391901
20170301 118017	575308	4590569	72378124
20170301 71573	718463	9737166	72349197
20170301 63242	769152	4158273	72344385
20170301 70723	1055457	13302559	72338457
20170301 80908	521686	3620032	72159497
20170301 110981	534641	5580714	72049279
20170301 92912	1161614	20464244	71968137
20170301 153483	681506	7644931	71932293
20170301 117306	843780	10586044	71914977
20170301 207820	636931	3485951	71876417
20170301 253360	592900	3393432	71852006
20170301 561	561724	7875616	71732035
20170301 95318	1018239	10798060	71710383
20170301 199853	632814	4716524	71671499
20170301 170347	514230	2476265	71660252
20170301 209939	503049	8380900	71630117
20170301 73059	538067	4819988	71574718
20170301 189167	946098	8424302	71565201
20170301 171786	948713	8806235	71506367
20170301 129765	377972	4655424	71468287
20170301 170007	632241	4350534	71350535
20170301 92433	547075	3074789	71244537
20170301 248699	769647	6365060	71227575
20170301 61365	1071471	88973551	71182292
20170301 94535	731144	10666681	71033733
20170301 211559	680941	11136147	70973399
20170301 170015	578488	2925530	70942172
20170301 106012	690890	8607929	70891684
20170301 269063	342776	1615050	70883871
20170301 174045	432288	2447252	70740925
20170301 83430	976210	10680466	70725170
20170301 170013	555337	3651030	70538012
20170301 10150	783426	9473487	70281499
20170301 139176	795524	7281040	70037625
20170301 111948	1297363	12154771	69955324
20170301 210154	893038	6600491	69944872
20170301 102800	1208724	13454013	69906990
20170301 76509	255116	3065703	69882642
20170301 170079	544780	3825869	69837915
20170301 82911	680052	7815700	69795399
20170301 157765	1089172	7777138	69739172
20170301 240452	688190	7304389	69712155
20170301 170669	552366	5071404	69589382
20170301 127698	701452	6581062	69535204
20170301 216314	888233	10037063	69316115
20170301 170077	547770	3662340	69311741
20170301 73112	591348	3844939	69301844
20170301 211731	433752	4137698	69287123
20170301 113863	632975	2910981	69234785
20170301 170671	563512	4983339	69185808
20170301 237388	515955	3842929	69184368
20170301 87414	988289	6137265	69145104
20170301 170005	506789	3656471	69076563
20170301 112	1640166	17636777	69051443
20170301 85340	629395	4194106	68940383
20170301 63065	875505	8919343	68874778
20170301 103273	1404535	20472176	68869089
20170301 20238	579358	8409331	68632860
20170301 230788	427454	2610081	68627324
20170301 73056	520533	4889539	68620731
20170301 78429	636995	4600726	68614299
20170301 129392	669482	7740528	68588334
20170301 954	445060	6543021	68470255
20170301 215180	687673	5055201	68458696
20170301 220652	452516	3729388	68383315
20170301 255085	594414	4490098	68255594
20170301 139150	327224	2271913	68239272
20170301 63778	992587	37088875	68230631
20170301 168100	744317	9315885	68145506
20170301 61705	740655	4546893	68070094
20170301 212758	599023	5553422	67635414
20170301 209333	997838	16492787	67433038
20170301 74281	1342627	8855774	67178038
20170301 106648	762554	10280054	67095344
20170301 204692	372855	3694508	67041628
20170301 99728	444496	6710613	66998241
20170301 170286	738793	4187715	66956057
20170301 242914	432580	2751678	66948946
20170301 6745	802302	17432089	66919101
20170301 112552	519617	6130641	66880488
20170301 184541	551914	6031203	66850142
20170301 220485	292519	3785761	66842726
20170301 126507	645562	12535436	66784124
20170301 164143	690891	5972689	66756961
20170301 8941	292494	2247205	66751516
20170301 247162	614531	4160735	66746332
20170301 100202	290428	2655638	66582678
20170301 181360	808986	8243932	66537774
20170301 170673	467584	4057565	66536368
20170301 249701	563062	5091248	66490589
20170301 118890	769373	7003458	66417296
20170301 215058	452925	4973276	66336138
20170301 1314	519703	6114419	66272211
20170301 54446	401697	2385136	66163315
20170301 215700	436425	3641496	66115225
20170301 164493	635555	2530876	66113624
20170301 170340	447020	2343687	66024302
20170301 235066	626950	6309403	65983162
20170301 275013	226205	943699	65973473
20170301 204504	656660	8785489	65883450
20170301 100528	396996	3181421	65866575
20170301 99225	670437	3848888	65841615
20170301 98789	813639	7968769	65805206
20170301 98788	769316	7795674	65779626
20170301 92022	462614	3485462	65702679
20170301 169999	441105	2679975	65701064
20170301 168382	203141	1629228	65626535
20170301 163929	880977	9524814	65565028
20170301 254298	537526	4229009	65539831
20170301 245159	697718	5306046	65476556
20170301 170067	495509	3240189	65425492
20170301 77189	662610	5486765	65383518
20170301 65793	512940	6344522	65343202
20170301 156009	1073857	21462888	65324910
20170301 84594	521871	6091002	65258068
20170301 60568	679113	4449827	65208362
20170301 87891	232625	1835768	65195581
20170301 170661	484700	5126164	65184786
20170301 211351	418636	5932934	65116808
20170301 203546	1768639	11772995	65089815
20170301 170082	542560	3042881	65068992
20170301 266325	564134	4872197	65013745
20170301 216095	674459	6782755	64959754
20170301 214764	914725	5477250	64924690
20170301 70993	1089129	8348123	64897776
20170301 3534	486876	2755778	64858520
20170301 255242	350524	1946528	64618580
20170301 102286	1306955	16051332	64557253
20170301 244021	388835	2310851	64549243
20170301 27214	671574	7336650	64367115
20170301 239850	633437	6594279	64258907
20170301 241861	497612	3152093	64233149
20170301 207552	970851	7068525	64116805
