20170501 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170501 206955	371	17010	26407
20170501 366192	358	5100	26405
20170501 392342	469	10613	26402
20170501 154136	436	3822	26399
20170501 156312	388	9399	26392
20170501 38722	184	1707	26391
20170501 396783	456	14162	26391
20170501 339067	575	11203	26387
20170501 344020	466	4590	26386
20170501 336541	347	4700	26384
20170501 97676	409	10847	26381
20170501 285791	186	2110	26378
20170501 100714	440	7501	26377
20170501 184501	386	6530	26374
20170501 144457	393	16633	26372
20170501 185390	258	18495	26371
20170501 304085	281	2962	26371
20170501 99630	312	5828	26369
20170501 34398	318	6403	26367
20170501 298101	259	6550	26367
20170501 77892	361	13808	26366
20170501 239952	568	11498	26365
20170501 64067	443	33326	26363
20170501 350201	582	32931	26362
20170501 372624	668	7008	26360
20170501 130956	615	14884	26359
20170501 179704	706	48823	26359
20170501 414412	549	7764	26356
20170501 128882	503	15491	26355
20170501 17466	691	30318	26354
20170501 89657	387	28396	26352
20170501 198899	339	18722	26351
20170501 201141	221	5543	26350
20170501 254514	214	6999	26344
20170501 142915	637	21893	26341
20170501 221309	361	11738	26340
20170501 340165	448	2651	26336
20170501 220281	458	25415	26335
20170501 252516	802	13453	26335
20170501 254093	632	24820	26333
20170501 159579	950	42523	26333
20170501 4724	294	5560	26331
20170501 338775	531	26236	26330
20170501 398585	698	9559	26325
20170501 411162	252	2572	26324
20170501 226990	442	21264	26324
20170501 255833	468	17359	26322
20170501 399274	248	12434	26318
20170501 401143	325	4497	26317
20170501 217822	219	2599	26317
20170501 353904	396	9230	26317
20170501 200757	834	14444	26316
20170501 298162	222	7247	26315
20170501 92794	320	14880	26313
20170501 120545	404	4965	26310
20170501 352548	512	19785	26309
20170501 196355	466	9271	26308
20170501 4241	317	4744	26305
20170501 229402	295	10471	26304
20170501 370331	1125	10815	26303
20170501 360623	505	8648	26301
20170501 303978	212	13167	26301
20170501 211845	438	12662	26298
20170501 261418	696	26523	26295
20170501 4172	383	5364	26294
20170501 285175	174	6766	26294
20170501 210972	394	16217	26294
20170501 300087	895	8866	26293
20170501 148390	557	11117	26286
20170501 245298	341	30434	26283
20170501 398409	499	8849	26282
20170501 278768	496	8714	26279
20170501 38846	428	32379	26279
20170501 254254	456	12373	26277
20170501 419342	322	7066	26277
20170501 377034	466	10876	26275
20170501 152756	468	11826	26275
20170501 351975	632	11245	26268
20170501 252010	624	5847	26268
20170501 378089	269	7675	26263
20170501 136254	1383	34411	26261
20170501 413566	466	11186	26256
20170501 348335	205	4238	26255
20170501 327265	824	7766	26255
20170501 81465	145	2658	26252
20170501 331890	478	16256	26249
20170501 364465	580	18207	26246
20170501 370455	816	12161	26244
20170501 149375	656	120830	26243
20170501 236392	261	9640	26239
20170501 254763	336	20036	26238
20170501 121660	590	12259	26229
20170501 194864	517	11276	26229
20170501 284686	412	9825	26229
20170501 285215	301	3177	26225
20170501 261885	851	10447	26218
20170501 186756	377	8694	26211
20170501 385206	543	9790	26211
20170501 95506	309	12305	26208
20170501 151303	376	6089	26207
20170501 112261	788	17933	26206
20170501 284363	593	4772	26199
20170501 354666	418	2204	26198
20170501 87720	662	22410	26197
20170501 113279	387	17076	26194
20170501 149824	408	13016	26192
20170501 397918	611	6376	26190
20170501 224138	675	17342	26189
20170501 325799	321	5281	26184
20170501 329075	421	15405	26181
20170501 237666	340	26778	26178
20170501 212343	334	8673	26177
20170501 207298	247	7260	26174
20170501 404876	501	14232	26169
20170501 245482	314	4505	26167
20170501 292307	697	12890	26166
20170501 167916	468	7502	26165
20170501 233233	370	14294	26163
20170501 199658	533	4870	26161
20170501 415498	476	7372	26159
20170501 77724	350	6271	26159
20170501 367093	572	5538	26158
20170501 281206	306	9892	26157
20170501 385916	566	11880	26146
20170501 358158	863	10816	26144
20170501 45426	321	1679	26144
20170501 271365	582	13195	26143
20170501 342918	1469	13013	26137
20170501 172344	431	30523	26134
20170501 218960	299	5174	26128
20170501 328501	357	27332	26122
20170501 235562	661	11991	26112
20170501 212472	576	5669	26112
20170501 316180	609	9566	26111
20170501 390752	532	16381	26110
20170501 138780	991	13625	26108
20170501 174883	629	14376	26106
20170501 184739	378	26213	26105
20170501 21902	718	44418	26104
20170501 260365	310	10833	26104
20170501 111554	201	2469	26103
20170501 209217	334	10816	26100
20170501 306667	524	13955	26096
20170501 194231	503	10995	26095
20170501 263605	191	4979	26091
20170501 45750	292	2893	26090
20170501 264532	308	10956	26087
20170501 203127	896	15537	26086
20170501 377638	191	6839	26082
20170501 262367	1987	23270	26081
20170501 354231	533	5757	26076
20170501 93614	495	11402	26073
20170501 106697	387	25208	26072
20170501 73238	432	6389	26067
20170501 176788	240	4686	26066
20170501 64884	1079	13298	26065
20170501 239453	578	22636	26064
20170501 272205	433	7387	26064
20170501 375634	910	22723	26063
20170501 228334	646	8458	26063
20170501 303537	609	22387	26059
20170501 154447	574	17988	26058
20170501 357072	484	7239	26056
20170501 238845	288	6533	26056
20170501 144481	622	20829	26051
20170501 240272	171	9224	26048
20170501 136591	434	10291	26048
20170501 131741	662	25351	26044
20170501 215198	485	11013	26044
20170501 397155	552	14917	26043
20170501 381425	432	6844	26043
20170501 206710	1094	26340	26039
20170501 369426	578	9225	26039
20170501 192260	496	14799	26039
20170501 367483	367	14308	26030
20170501 89502	504	24756	26025
20170501 255398	348	11392	26025
20170501 362900	462	9270	26023
20170501 395744	277	11008	26022
20170501 91157	490	15563	26021
20170501 318993	312	8247	26019
20170501 100890	378	10079	26019
20170501 344259	562	11689	26016
20170501 255845	453	21367	26016
20170501 272003	504	11785	26012
20170501 16455	506	18895	26012
20170501 396244	682	11310	25998
20170501 352968	369	7694	25993
20170501 284194	513	4505	25992
20170501 239306	317	8818	25991
20170501 236146	411	7163	25990
20170501 104518	343	16600	25990
20170501 211057	459	10460	25989
20170501 96442	628	21285	25984
20170501 187524	565	14866	25984
20170501 322177	346	8358	25984
20170501 379591	328	8054	25983
20170501 363709	329	4790	25982
20170501 188107	326	14596	25980
20170501 289572	419	15177	25979
20170501 100216	1015	65950	25977
20170501 24604	607	54808	25977
20170501 104224	559	7329	25977
20170501 276032	409	12008	25977
20170501 374075	343	13850	25972
20170501 88125	427	7432	25971
20170501 116116	235	4340	25968
20170501 356630	435	7884	25967
20170501 103087	875	46866	25966
20170501 251239	568	62376	25962
20170501 201919	286	3191	25956
20170501 64250	423	35165	25956
20170501 300094	649	7058	25953
20170501 375362	774	17537	25948
20170501 208976	413	27268	25943
20170501 286844	506	5059	25941
20170501 340526	217	3700	25941
20170501 401643	394	6587	25934
20170501 360404	585	8494	25933
20170501 280354	869	74538	25930
20170501 229855	829	19945	25928
20170501 247845	673	10551	25926
20170501 303959	361	6313	25922
20170501 412850	233	4241	25921
20170501 287055	740	22482	25920
20170501 340987	345	30207	25919
20170501 169988	445	5949	25914
20170501 189058	390	15355	25914
20170501 79954	506	22822	25913
20170501 322298	283	5096	25913
20170501 361151	567	13835	25906
20170501 127905	549	12119	25904
20170501 412728	277	7759	25903
20170501 84185	418	4766	25903
20170501 216408	265	12339	25899
20170501 365907	434	17122	25898
20170501 32646	581	17871	25898
20170501 210259	475	9447	25897
20170501 181120	365	18092	25894
20170501 309473	356	3323	25889
20170501 282424	287	11586	25887
20170501 294918	550	6079	25886
20170501 53744	703	14592	25883
20170501 294114	543	8830	25879
20170501 353907	197	4589	25879
20170501 323240	573	10621	25877
20170501 182690	646	10902	25870
20170501 154206	484	8912	25870
20170501 230400	401	10357	25870
20170501 94850	816	27569	25869
20170501 210168	178	4436	25857
20170501 292884	442	9738	25857
20170501 302264	585	12236	25851
20170501 263166	550	10506	25851
20170501 296492	195	3233	25846
20170501 335661	625	5650	25846
20170501 194428	421	19982	25846
20170501 304664	262	3976	25840
20170501 14811	733	11228	25833
20170501 263082	322	3775	25833
20170501 324059	529	17590	25830
20170501 118373	307	3776	25829
20170501 289171	403	4974	25829
20170501 203364	324	4691	25825
20170501 406905	424	8291	25825
20170501 266533	484	15139	25825
20170501 219516	331	9666	25822
20170501 10517	263	6563	25818
20170501 193273	401	15115	25815
20170501 148405	584	30087	25812
20170501 306343	452	5628	25811
20170501 343294	236	6664	25810
20170501 23172	375	3351	25810
20170501 316917	716	2683	25809
20170501 371447	385	7202	25803
20170501 361201	479	11221	25794
20170501 418099	513	30095	25793
20170501 409865	341	6924	25791
20170501 217105	561	19771	25785
20170501 50221	392	8114	25783
20170501 83643	269	20423	25779
20170501 126909	684	56356	25778
20170501 364137	342	18025	25777
20170501 369289	543	12557	25776
20170501 152849	509	26850	25773
20170501 245439	415	22773	25773
20170501 274868	96	1191	25772
20170501 229449	522	25140	25771
20170501 144916	191	1550	25768
20170501 344873	360	3131	25766
20170501 350338	1387	12045	25764
20170501 241883	449	16654	25762
20170501 377680	501	13764	25761
20170501 229565	506	7755	25760
20170501 393279	521	17164	25759
20170501 353119	1746	26515	25758
20170501 363486	355	11631	25757
20170501 165182	703	57760	25754
20170501 136366	901	18072	25753
20170501 298292	430	6345	25752
20170501 417680	511	8409	25750
20170501 261326	263	3279	25750
20170501 393242	229	4009	25749
20170501 151293	453	25261	25748
20170501 415008	270	5778	25747
20170501 144489	436	24262	25744
20170501 322930	607	7853	25741
20170501 252788	399	8953	25739
20170501 94005	357	7552	25738
20170501 12439	490	11265	25737
20170501 193162	384	13338	25731
20170501 303526	340	5654	25729
20170501 418790	617	17651	25728
20170501 183833	276	9647	25726
20170501 168439	527	15118	25722
20170501 395633	495	5728	25720
20170501 314014	266	4020	25718
20170501 302702	521	7206	25718
20170501 187187	429	3968	25717
20170501 143297	355	118899	25711
20170501 185354	425	12640	25706
20170501 418352	383	10459	25704
20170501 189428	411	19245	25704
20170501 255462	575	18438	25703
20170501 194146	358	4709	25702
20170501 278678	276	4975	25701
20170501 393730	356	5158	25700
20170501 296430	759	15460	25700
20170501 272363	464	18223	25698
20170501 138765	569	30171	25696
20170501 196120	245	11882	25695
20170501 369406	683	22745	25695
20170501 265232	616	5361	25694
20170501 91655	325	13752	25694
20170501 193357	249	9540	25692
20170501 134357	608	23900	25686
20170501 333995	349	4360	25685
20170501 305403	169	4351	25676
20170501 299843	429	27513	25675
20170501 321673	244	3331	25672
20170501 340541	263	8785	25669
20170501 113297	477	6050	25669
20170501 187709	550	19065	25668
20170501 170903	259	13914	25667
20170501 327298	683	8908	25664
20170501 212594	772	56989	25660
20170501 218266	312	3926	25659
20170501 184020	539	18685	25658
20170501 368135	526	10654	25651
20170501 355558	507	19436	25650
20170501 265556	424	12987	25647
20170501 180293	355	8298	25647
20170501 117676	83	2476	25646
20170501 211543	334	18091	25646
20170501 9515	651	16984	25645
20170501 119269	411	10128	25645
20170501 163955	680	14964	25642
20170501 345905	1278	6228	25636
20170501 380857	342	22776	25633
20170501 385681	217	2176	25632
20170501 106561	449	18381	25632
20170501 249238	222	3118	25626
20170501 159015	428	3435	25626
20170501 413968	341	11489	25620
20170501 300146	130	6344	25618
20170501 58225	581	8206	25612
20170501 420793	646	25532	25607
20170501 399585	260	6577	25604
20170501 318095	465	14140	25599
20170501 355537	378	8251	25599
20170501 197267	321	4197	25598
20170501 289912	994	18596	25596
20170501 126762	565	41306	25591
20170501 238281	162	5177	25588
20170501 22597	239	5516	25587
20170501 70690	650	15246	25585
20170501 153348	418	24357	25585
20170501 304473	652	9893	25582
20170501 361929	521	9460	25580
20170501 119853	419	29162	25579
20170501 212109	626	22340	25575
20170501 350114	621	41033	25572
20170501 121594	527	35756	25571
20170501 122455	189	9034	25570
20170501 178835	415	4846	25569
20170501 324874	326	6514	25565
20170501 189596	367	16005	25565
20170501 120449	523	9760	25565
20170501 389596	536	11059	25557
20170501 259175	383	9547	25554
20170501 211937	288	7574	25547
20170501 254825	556	11472	25546
20170501 412269	352	6099	25546
20170501 234870	504	5831	25541
20170501 104112	522	21858	25540
20170501 108703	118	3417	25539
20170501 206887	366	7352	25539
20170501 371617	896	20835	25538
20170501 317258	433	5544	25536
20170501 59161	593	26584	25536
20170501 204939	171	4202	25534
20170501 244752	435	9135	25532
20170501 295888	244	2310	25528
20170501 287180	451	8181	25525
20170501 292182	800	31811	25524
20170501 353020	658	7355	25520
20170501 287557	461	17293	25519
20170501 383373	337	14039	25516
20170501 265497	499	4949	25516
20170501 105724	345	10334	25512
20170501 117540	357	17773	25512
20170501 162342	277	13327	25508
20170501 350763	302	4954	25506
20170501 289468	388	15041	25505
20170501 173491	334	14240	25505
20170501 105843	363	17052	25501
20170501 386377	512	8227	25500
20170501 143601	815	17069	25500
20170501 102411	541	16924	25498
20170501 380327	291	8787	25496
20170501 311585	858	10767	25492
20170501 314476	330	7474	25490
20170501 321219	862	24122	25488
20170501 256968	492	18440	25484
20170501 238790	365	10256	25483
20170501 412662	1345	8209	25483
20170501 205998	204	4882	25480
20170501 352908	404	31404	25476
20170501 83409	311	7089	25475
20170501 124858	548	12297	25470
20170501 282457	673	20620	25464
20170501 212718	500	7206	25462
20170501 382940	299	5435	25461
20170501 362609	642	12496	25460
20170501 396766	712	12952	25460
20170501 280279	333	7939	25458
20170501 128247	604	18836	25458
20170501 36227	552	9291	25457
20170501 286067	233	9398	25455
20170501 211309	717	19377	25453
20170501 9692	339	28397	25452
20170501 70646	566	13823	25451
20170501 264585	557	17772	25450
20170501 202807	349	3882	25449
20170501 287780	516	15908	25448
20170501 244948	457	10979	25447
20170501 220494	328	9504	25446
20170501 262636	153	2781	25446
20170501 243288	280	6839	25445
20170501 336634	212	4737	25445
20170501 219415	679	7945	25444
20170501 216977	201	3796	25444
20170501 164951	361	14816	25443
20170501 390935	563	17909	25442
20170501 343445	235	3411	25440
20170501 176304	255	14300	25439
20170501 401282	443	3332	25438
20170501 341900	538	6376	25437
20170501 154415	473	10765	25431
20170501 337105	648	18890	25431
20170501 70014	762	33904	25428
20170501 397478	394	13606	25427
20170501 226714	309	10474	25423
20170501 370165	1087	18916	25420
20170501 158863	317	7638	25419
20170501 200631	543	19828	25414
20170501 396468	475	3597	25414
20170501 416598	672	7488	25414
20170501 416966	429	6655	25412
20170501 242018	456	16602	25410
20170501 236372	230	2221	25409
20170501 346198	786	56257	25400
20170501 85558	824	32569	25399
20170501 372838	352	8658	25399
20170501 395391	657	13186	25398
20170501 121823	549	38420	25398
20170501 130751	532	11842	25398
20170501 284791	264	3474	25395
20170501 229963	556	21422	25394
20170501 120536	438	14243	25388
20170501 406708	861	13103	25383
20170501 226026	356	7112	25379
20170501 278197	548	8323	25378
20170501 280584	365	1820	25377
20170501 281210	391	16400	25371
20170501 335963	635	18108	25369
20170501 277600	820	9982	25366
20170501 233998	653	19430	25366
20170501 112334	505	6152	25365
20170501 178276	775	15217	25364
20170501 376375	762	9533	25363
20170501 370838	362	11228	25359
20170501 401692	637	7403	25358
20170501 35100	278	5412	25352
20170501 196102	551	18032	25349
20170501 320983	364	8890	25345
20170501 94654	498	9635	25337
20170501 333262	766	18620	25329
20170501 258826	384	14212	25329
20170501 71652	762	24893	25325
20170501 205807	328	18598	25325
20170501 414156	439	10909	25323
20170501 52937	474	8624	25322
20170501 392288	704	5468	25320
20170501 62172	615	13528	25317
20170501 247846	259	2085	25314
20170501 97994	267	6832	25313
20170501 270108	421	2212	25312
20170501 211055	862	19446	25311
20170501 216413	600	7211	25310
20170501 142272	210	1975	25309
20170501 171454	437	9802	25309
20170501 326963	434	3073	25304
20170501 110350	1111	21153	25304
20170501 289358	806	14097	25302
20170501 211565	387	6842	25302
20170501 251081	370	5554	25301
20170501 383727	433	11976	25298
20170501 32801	401	10249	25298
20170501 300615	245	501	25291
20170501 338799	513	16535	25284
20170501 159472	273	2033	25277
20170501 311571	334	4286	25275
20170501 374309	458	7339	25275
20170501 201169	399	7410	25273
20170501 75078	302	13347	25272
20170501 294345	331	5418	25272
20170501 161056	349	6830	25270
20170501 243429	781	30333	25268
20170501 418721	534	10415	25267
20170501 91673	278	10657	25265
20170501 402310	880	23967	25263
20170501 319762	303	5121	25263
20170501 364621	969	57093	25263
20170501 327424	329	6036	25262
20170501 387731	1269	11459	25249
20170501 104304	393	10373	25247
20170501 260942	833	20407	25240
20170501 136173	300	10953	25237
20170501 130276	167	3156	25225
20170501 252925	460	10740	25225
20170501 92778	289	10143	25224
20170501 256514	190	9276	25224
20170501 336773	558	6975	25218
20170501 318310	422	4438	25206
20170501 287781	627	19605	25205
20170501 116616	526	9029	25205
20170501 239247	590	6551	25198
20170501 183876	372	16139	25198
20170501 309280	595	30020	25197
20170501 298962	340	6660	25195
20170501 216623	353	6096	25194
20170501 324202	629	10049	25193
20170501 333192	396	20614	25189
20170501 265766	422	7817	25187
20170501 151707	283	5181	25187
20170501 147637	622	37827	25187
20170501 352418	527	14033	25186
20170501 294985	328	3480	25184
20170501 208521	186	9237	25173
20170501 326158	281	4125	25172
20170501 275353	562	9995	25170
20170501 41856	408	16605	25170
20170501 410002	550	2303	25168
20170501 399152	522	7238	25168
20170501 367326	284	2577	25165
20170501 127796	868	18714	25163
20170501 351094	207	3432	25162
20170501 396491	267	5012	25161
20170501 178000	652	8234	25156
20170501 353091	437	9547	25155
20170501 317509	1080	12525	25154
20170501 279664	221	9597	25151
20170501 206289	417	45206	25151
20170501 216765	626	24385	25148
20170501 331696	397	8794	25145
20170501 201465	449	49913	25145
20170501 252156	901	19439	25144
20170501 229395	714	20273	25142
20170501 92050	415	25264	25141
20170501 397801	612	12399	25140
20170501 242795	682	15268	25135
20170501 307659	1020	10876	25134
20170501 306742	263	7339	25132
20170501 116821	426	11262	25128
20170501 123291	410	17851	25125
20170501 85871	524	24821	25124
20170501 242726	530	12649	25123
20170501 152245	732	16999	25121
20170501 266038	259	3045	25121
20170501 153307	536	27424	25121
20170501 278970	381	14051	25121
20170501 174549	481	32780	25117
20170501 262862	353	9188	25117
20170501 154053	426	8676	25117
20170501 316702	261	9701	25114
20170501 30142	517	15929	25113
20170501 261557	249	15155	25108
20170501 273512	325	7181	25107
20170501 300996	502	15136	25101
20170501 330616	320	7238	25097
20170501 222589	656	13529	25096
20170501 141459	676	12909	25095
20170501 201714	238	5763	25091
20170501 69831	296	10130	25090
20170501 225105	383	3611	25088
20170501 232703	388	8954	25086
20170501 405266	244	2455	25085
20170501 253523	621	14505	25081
20170501 306117	282	2949	25075
20170501 309404	395	11894	25075
20170501 154580	411	10436	25072
20170501 177375	287	13843	25069
20170501 229235	241	4496	25068
20170501 214165	615	17476	25060
20170501 129868	135	1269	25053
20170501 173719	496	7590	25051
20170501 185878	338	7627	25051
20170501 161321	440	14939	25037
20170501 209100	385	8338	25037
20170501 189229	477	12798	25034
20170501 406788	514	7796	25029
20170501 131945	334	14747	25029
20170501 261680	374	4282	25028
20170501 374348	151	2727	25027
20170501 342871	345	5627	25022
20170501 235317	407	7397	25013
20170501 417654	1125	8042	25012
20170501 375858	317	3292	25011
20170501 326953	361	8101	25010
20170501 143197	411	13761	25007
20170501 257189	396	4320	24999
20170501 146547	284	12043	24991
20170501 93277	342	6807	24990
20170501 159453	234	6014	24987
20170501 214065	332	8841	24976
20170501 236748	211	9301	24975
20170501 56359	351	16881	24974
20170501 383526	588	11349	24974
20170501 90293	341	14326	24965
20170501 206305	309	23010	24960
20170501 320166	476	8034	24957
20170501 359022	460	16186	24953
20170501 157515	913	8414	24952
20170501 200364	984	48875	24951
20170501 343156	787	6181	24948
20170501 178642	466	12315	24943
20170501 293670	417	7653	24939
20170501 366178	422	14886	24938
20170501 398225	591	17329	24934
20170501 218150	364	14704	24931
20170501 201573	550	28109	24929
20170501 159057	984	69106	24926
20170501 103523	1721	20136	24923
20170501 301303	382	48482	24922
20170501 407580	390	3217	24922
20170501 414439	671	6670	24915
20170501 242743	360	31454	24912
20170501 369550	986	17528	24906
20170501 230792	812	49154	24894
20170501 218037	271	8998	24892
20170501 214889	463	23254	24892
20170501 212744	549	9716	24891
20170501 171647	359	11901	24887
20170501 351561	261	1090	24886
20170501 322389	360	5244	24885
20170501 326636	939	36159	24885
20170501 259253	277	7099	24885
20170501 288069	429	4724	24884
20170501 148775	260	7530	24883
20170501 319936	863	18536	24882
20170501 173290	391	8158	24882
20170501 363933	846	45273	24881
20170501 395251	379	4258	24880
20170501 287772	409	11993	24879
20170501 398419	606	62115	24878
20170501 365642	437	2945	24873
20170501 168499	605	4739	24870
20170501 97241	299	14758	24867
20170501 205821	570	42146	24866
20170501 181300	278	11799	24864
20170501 311576	209	7893	24861
20170501 74867	528	20066	24859
20170501 155808	394	15266	24858
20170501 222130	606	5368	24858
20170501 238923	712	8428	24855
20170501 343138	536	3972	24855
20170501 266802	326	3995	24848
20170501 318678	235	4092	24848
20170501 117655	531	8027	24847
20170501 351192	190	4186	24845
20170501 224493	487	11301	24845
20170501 192109	347	11438	24845
20170501 8108	481	25053	24843
20170501 338623	452	13878	24842
20170501 163407	1047	10562	24837
20170501 296283	421	9225	24837
20170501 300698	513	1223	24835
20170501 93929	502	3574	24834
20170501 211611	339	7123	24834
20170501 233500	175	6889	24830
20170501 126511	486	26438	24828
20170501 367166	266	3457	24824
20170501 408818	423	5849	24823
20170501 235972	972	15724	24818
20170501 198963	927	10197	24818
20170501 309923	498	8084	24816
20170501 137289	547	14898	24815
20170501 4632	431	4966	24815
20170501 199048	388	13551	24814
20170501 372217	710	5005	24813
20170501 180926	360	14660	24813
20170501 249939	648	6754	24805
20170501 247937	1027	22530	24805
20170501 304182	378	8950	24805
20170501 285665	361	6289	24795
20170501 6077	597	20377	24784
20170501 390089	759	15699	24783
20170501 260502	904	5121	24782
20170501 226850	686	11805	24776
20170501 241088	331	4539	24774
20170501 334236	776	15127	24771
20170501 218172	258	9116	24770
20170501 175548	198	7830	24769
20170501 410054	536	22482	24764
20170501 92149	600	18634	24763
20170501 128762	478	5892	24763
20170501 201637	532	17885	24763
20170501 387963	860	20408	24762
20170501 185397	363	9337	24761
20170501 27029	379	16009	24756
20170501 267412	459	17128	24752
20170501 250570	342	6209	24749
20170501 365312	591	12849	24749
20170501 242265	430	28652	24747
20170501 167729	229	10997	24746
20170501 330827	467	24953	24744
20170501 380174	412	9264	24740
20170501 347790	297	5931	24737
20170501 240261	428	21489	24736
20170501 340070	791	15035	24736
20170501 179074	339	5443	24735
20170501 337135	497	15990	24733
20170501 406171	324	5350	24727
20170501 285798	340	13017	24726
20170501 290423	379	6615	24724
20170501 220367	656	28098	24721
20170501 223923	284	3610	24720
20170501 170881	214	10492	24718
20170501 101274	446	25095	24717
20170501 9506	703	14117	24710
20170501 376468	397	10939	24707
20170501 119497	253	9102	24706
20170501 115762	403	9236	24703
20170501 239012	163	7569	24703
20170501 121596	517	15477	24702
20170501 234815	306	4765	24702
20170501 356341	292	14629	24700
20170501 352428	672	8742	24698
20170501 339128	473	9755	24695
20170501 401896	656	12689	24694
20170501 189319	589	17275	24694
20170501 187399	401	6459	24692
20170501 73344	178	6533	24692
20170501 228037	693	15685	24680
20170501 221310	544	16919	24676
20170501 83571	289	12494	24674
20170501 391615	313	7237	24670
20170501 96487	213	13740	24666
20170501 171266	165	10594	24664
20170501 146111	407	4919	24664
20170501 299191	443	29768	24664
20170501 388350	295	6172	24651
20170501 120002	360	33408	24650
20170501 283481	793	6697	24650
20170501 385638	644	8287	24649
20170501 358901	444	4184	24645
20170501 380401	412	9189	24641
20170501 246350	462	23094	24635
20170501 297712	378	4871	24633
20170501 7644	456	7408	24633
20170501 266003	833	31987	24630
20170501 311017	265	3639	24629
20170501 401153	519	4246	24626
20170501 362852	340	8196	24626
20170501 338643	422	17203	24612
20170501 48520	210	14476	24611
20170501 301169	179	5495	24611
20170501 225740	289	2662	24600
20170501 195292	420	11871	24597
20170501 396596	851	38433	24597
20170501 176877	383	12586	24596
20170501 334170	844	13155	24574
20170501 185181	219	2782	24567
20170501 77177	385	5912	24565
20170501 152946	382	12461	24560
20170501 216022	330	4158	24559
20170501 98138	232	9261	24558
20170501 244618	532	13098	24552
20170501 318991	207	2666	24548
20170501 333402	436	9909	24548
20170501 317760	555	19820	24535
20170501 384001	263	8113	24534
20170501 303646	344	13635	24534
20170501 199112	591	27992	24533
20170501 188746	232	5541	24532
20170501 204536	273	7133	24530
20170501 196074	530	28847	24525
20170501 211976	478	11263	24524
20170501 80507	1218	25105	24517
20170501 354609	531	12153	24516
20170501 302562	463	9510	24516
20170501 392883	351	8726	24513
20170501 359880	967	9324	24513
20170501 412152	262	5914	24512
20170501 199790	615	14264	24510
20170501 97938	572	5883	24508
20170501 282274	521	5387	24501
20170501 147842	569	27406	24500
20170501 328270	304	14214	24499
20170501 362567	748	15949	24498
20170501 112756	369	10861	24498
20170501 374678	386	5019	24497
20170501 40933	323	4329	24495
20170501 270871	174	1595	24491
20170501 111053	886	22151	24488
20170501 331195	417	10109	24487
20170501 175365	240	5765	24485
20170501 169654	851	29805	24483
20170501 387625	781	20926	24479
20170501 178289	853	78830	24479
20170501 149602	204	11351	24476
20170501 204009	288	7112	24472
20170501 136088	203	6634	24469
20170501 400137	352	4404	24468
20170501 178050	212	3153	24467
20170501 193302	191	14471	24467
20170501 239818	223	7398	24466
20170501 170463	260	4796	24466
20170501 353252	270	11704	24465
20170501 183155	420	19940	24464
20170501 186129	476	5248	24462
20170501 321265	386	9232	24461
20170501 140106	306	10426	24459
20170501 229760	474	6211	24456
20170501 271853	258	2955	24456
20170501 222164	454	8176	24456
20170501 241191	326	10703	24454
20170501 278522	84	803	24451
20170501 351520	386	3964	24450
20170501 208743	229	3917	24449
20170501 402965	478	9995	24448
20170501 129550	360	23104	24447
20170501 214441	201	13943	24444
20170501 136009	300	6209	24443
20170501 200238	497	11523	24440
20170501 218606	474	9343	24440
20170501 257095	522	41753	24439
20170501 385961	393	7956	24437
20170501 245429	521	11302	24437
20170501 335690	333	7845	24434
20170501 140293	437	6856	24434
20170501 254102	551	18238	24433
20170501 150708	321	9733	24432
20170501 7805	346	7037	24430
20170501 154037	869	49726	24430
20170501 319838	369	9970	24425
20170501 258627	180	1745	24425
20170501 237285	331	12267	24424
20170501 361788	412	10227	24424
20170501 173906	457	12442	24423
20170501 62555	502	7679	24423
20170501 212597	417	34908	24420
20170501 130502	474	6186	24418
20170501 124371	373	23385	24418
20170501 170874	185	9317	24413
20170501 329186	304	2586	24410
20170501 208312	846	21687	24409
20170501 45252	380	5646	24408
20170501 10565	402	17009	24408
20170501 134871	360	8896	24408
20170501 188512	569	34228	24405
20170501 185843	297	9203	24396
20170501 167132	213	4951	24392
20170501 390994	463	4470	24390
20170501 285871	850	24927	24389
20170501 169860	476	18866	24388
20170501 331983	283	6669	24387
20170501 11791	362	25296	24386
20170501 376296	374	18752	24384
20170501 236528	246	22757	24373
20170501 391926	179	5031	24371
20170501 82046	379	10707	24371
20170501 180696	548	45411	24369
20170501 303917	193	13449	24367
20170501 256048	399	22109	24366
20170501 242552	438	15535	24365
20170501 258599	234	10773	24365
20170501 204571	654	19790	24359
20170501 355344	785	7014	24353
20170501 14709	566	6468	24352
20170501 334242	504	3463	24351
20170501 121593	506	46104	24348
20170501 244699	351	8227	24345
20170501 364506	681	13870	24344
20170501 69745	320	10399	24343
20170501 171977	754	42828	24342
20170501 384007	356	4611	24342
20170501 54482	673	17736	24337
20170501 379030	902	13228	24336
20170501 138752	551	5263	24334
20170501 210943	352	13638	24333
20170501 325188	236	6134	24331
20170501 162835	396	15857	24330
20170501 188628	427	20498	24329
20170501 102743	475	31604	24324
20170501 418338	1108	6510	24322
20170501 144175	576	9658	24320
20170501 193673	466	10825	24317
20170501 179149	141	5352	24317
20170501 284188	384	3454	24317
20170501 175623	270	4420	24312
20170501 287119	563	9928	24311
20170501 351126	194	13030	24311
20170501 246420	687	13301	24310
20170501 11512	601	20146	24308
20170501 164364	257	4197	24306
20170501 157223	286	3956	24300
20170501 349093	214	6325	24299
